Size,Algorithm,Success Rate (%),Avg Time (s),Std Time (s),Avg Steps,Std Steps;;;
4,Simulated Annealing,100.0,0.0004334608713785807,0.0004956815184683981,163.83333333333334,124.32620623004448;;;
4,Hill Climbing,56.66,3.333886464436849e-05,0.00017953528059267402,2.0,0.7302967433402214;;;
4,Genetic Algorithm,100.0,0.02937586307525635,0.046926157907008804,7.8,7.249827584156745;;;
8,Simulated Annealing,86.66666666666667,0.016080371538798013,0.02051391661508558,2343.6,3054.9955439138266;;;
8,Hill Climbing,20.0,0.0014669974644978842,0.0005629122988468033,4.133333333333334,1.0561986345169907;;;
8,Genetic Algorithm,61.33333334,1.73873504002889,1.5846081286699876,519.5333333333333,483.097211289359;;;
10,Simulated Annealing,40.333333334,0.02753948370615641,0.01868152500911815,2658.5,1793.2819958575024;;;
10,Hill Climbing,3.3333333333333335,0.00423425833384196,0.0013090064191503788,4.733333333333333,1.2364824660660936;;;
10,Genetic Algorithm,37.66666666666667,10.633924015363057,8.825083481708239,3037.766666666667,2518.929768550304;;;
